Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,10*14*2018 6:13:55 PM
Stop of measurement:,10*18*2018 11:27:19 AM
Duration of Measurements:,3 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,375
Empty soil sampling ring weight [g]:,208
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,1
Subaddress:,1
Serial number:,1640
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,184226046
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,10*14*2018 6:13:55 PM
Stop,10*16*2018 3:44:10 AM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.566262293343592
Dry soil weight [g]:,-93.7
Additional Soil Paramters,
Density [g/cm3]:,-0.95
Porosity [-]:,1.36
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
10*14*2018 6:13:55 PM,-1.37,-0.8,16.46,773.66,190.66,0
10*14*2018 6:14:58 PM,-0.81,1,16.47,773.63,190.63,-0.03
10*14*2018 6:15:59 PM,-0.42,1.66,16.47,773.59,190.59,-0.07
10*14*2018 6:17:03 PM,-0.13,2.02,16.48,773.56,190.56,-0.1
10*14*2018 6:18:08 PM,-0.02,2.18,16.48,773.53,190.53,-0.13
10*14*2018 6:19:10 PM,0.02,2.29,16.48,773.51,190.51,-0.15
10*14*2018 6:20:11 PM,0.08,2.35,16.48,773.49,190.49,-0.17
10*14*2018 6:21:13 PM,0.18,2.43,16.47,773.47,190.47,-0.19
10*14*2018 6:22:15 PM,0.17,2.53,16.46,773.45,190.45,-0.21
10*14*2018 6:23:21 PM,0.28,2.57,16.45,773.42,190.42,-0.24
10*14*2018 6:24:24 PM,0.31,2.67,16.45,773.41,190.41,-0.25
10*14*2018 6:25:27 PM,0.36,2.76,16.44,773.39,190.39,-0.27
10*14*2018 6:26:28 PM,0.41,2.8,16.43,773.37,190.37,-0.29
10*14*2018 6:27:32 PM,0.46,2.84,16.42,773.35,190.35,-0.31
10*14*2018 6:28:35 PM,0.47,2.91,16.41,773.34,190.34,-0.32
10*14*2018 6:29:35 PM,0.51,2.97,16.4,773.32,190.32,-0.34
10*14*2018 6:30:37 PM,0.57,3.05,16.39,773.31,190.31,-0.35
10*14*2018 6:31:42 PM,0.67,3.09,16.38,773.3,190.3,-0.36
10*14*2018 6:32:45 PM,0.67,3.16,16.37,773.28,190.28,-0.38
10*14*2018 6:33:46 PM,0.79,3.23,16.36,773.27,190.27,-0.39
10*14*2018 6:34:48 PM,0.76,3.3,16.36,773.26,190.26,-0.4
10*14*2018 6:35:52 PM,0.86,3.34,16.35,773.24,190.24,-0.42
10*14*2018 6:36:54 PM,0.94,3.44,16.35,773.23,190.23,-0.43
10*14*2018 6:37:55 PM,1,3.53,16.35,773.22,190.22,-0.44
10*14*2018 6:38:58 PM,1.11,3.57,16.34,773.21,190.21,-0.45
10*14*2018 6:40:00 PM,1.16,3.66,16.34,773.19,190.19,-0.47
10*14*2018 6:41:01 PM,-0.16,3.22,16.34,773.18,190.18,-0.48
10*14*2018 6:42:03 PM,-0.12,2.72,16.34,773.17,190.17,-0.49
10*14*2018 6:43:04 PM,0.09,2.67,16.33,773.16,190.16,-0.5
10*14*2018 6:44:06 PM,0.22,2.77,16.33,773.14,190.14,-0.52
10*14*2018 6:45:09 PM,0.33,2.88,16.33,773.13,190.13,-0.53
10*14*2018 6:46:11 PM,0.48,3.01,16.33,773.12,190.12,-0.54
10*14*2018 6:47:11 PM,0.65,3.08,16.33,773.11,190.11,-0.55
10*14*2018 6:48:14 PM,0.73,3.23,16.33,773.09,190.09,-0.57
10*14*2018 6:49:15 PM,0.82,3.36,16.33,773.08,190.08,-0.58
10*14*2018 6:50:16 PM,1.04,3.45,16.33,773.07,190.07,-0.59
10*14*2018 6:51:16 PM,1.11,3.57,16.33,773.06,190.06,-0.6
10*14*2018 6:52:16 PM,1.24,3.71,16.33,773.04,190.04,-0.62
10*14*2018 6:53:17 PM,-0.23,2.88,16.33,773.03,190.03,-0.63
10*14*2018 6:54:20 PM,-0.02,2.68,16.33,773.02,190.02,-0.64
10*14*2018 6:55:21 PM,0.13,2.76,16.33,773.01,190.01,-0.65
10*14*2018 6:56:22 PM,0.32,2.83,16.33,773,190,-0.66
10*14*2018 6:57:26 PM,0.51,2.94,16.33,772.99,189.99,-0.67
10*14*2018 6:58:26 PM,0.6,3.07,16.33,772.97,189.97,-0.69
10*14*2018 6:59:28 PM,0.77,3.24,16.33,772.97,189.97,-0.69
10*14*2018 7:00:30 PM,0.95,3.38,16.33,772.95,189.95,-0.71
10*14*2018 7:01:35 PM,1.1,3.54,16.33,772.94,189.94,-0.72
10*14*2018 7:02:37 PM,-0.69,3.32,16.33,772.93,189.93,-0.73
10*14*2018 7:03:37 PM,-0.51,2.46,16.33,772.92,189.92,-0.74
10*14*2018 7:04:37 PM,-0.31,2.37,16.33,772.9,189.9,-0.76
10*14*2018 7:05:39 PM,-0.13,2.4,16.33,772.9,189.9,-0.76
10*14*2018 7:06:40 PM,-0.02,2.5,16.33,772.88,189.88,-0.78
10*14*2018 7:07:44 PM,0.07,2.65,16.32,772.87,189.87,-0.79
10*14*2018 7:08:48 PM,0.27,2.77,16.32,772.86,189.86,-0.8
10*14*2018 7:09:49 PM,0.45,2.88,16.32,772.85,189.85,-0.81
10*14*2018 7:10:54 PM,0.54,2.99,16.32,772.84,189.84,-0.82
10*14*2018 7:11:58 PM,0.72,3.12,16.32,772.83,189.83,-0.83
10*14*2018 7:13:00 PM,0.86,3.26,16.32,772.82,189.82,-0.84
10*14*2018 7:14:00 PM,0.92,3.42,16.32,772.81,189.81,-0.85
10*14*2018 7:15:04 PM,-0.5,3.8,16.32,772.8,189.8,-0.86
10*14*2018 7:25:06 PM,0.89,3.34,16.32,772.69,189.69,-0.97
10*14*2018 7:35:07 PM,0.72,3.18,16.31,772.59,189.59,-1.07
10*14*2018 7:45:10 PM,0.6,3.13,16.31,772.49,189.49,-1.17
10*14*2018 7:55:11 PM,0.36,2.93,16.3,772.4,189.4,-1.26
10*14*2018 8:05:13 PM,0.19,2.76,16.29,772.31,189.31,-1.35
10*14*2018 8:15:17 PM,-0.12,2.5,16.27,772.23,189.23,-1.43
10*14*2018 8:25:21 PM,-0.36,2.38,16.27,772.14,189.14,-1.52
10*14*2018 8:35:25 PM,-0.48,2.48,16.26,772.05,189.05,-1.61
10*14*2018 8:45:28 PM,0.76,3.29,16.25,771.97,188.97,-1.69
10*14*2018 8:55:29 PM,0.67,3.24,16.25,771.88,188.88,-1.78
10*14*2018 9:05:31 PM,0.45,2.99,16.24,771.81,188.81,-1.85
10*14*2018 9:15:31 PM,0.35,2.96,16.23,771.73,188.73,-1.93
10*14*2018 9:25:31 PM,0.22,2.8,16.21,771.65,188.65,-2.01
10*14*2018 9:35:35 PM,0.24,2.91,16.2,771.57,188.57,-2.09
10*14*2018 9:45:37 PM,0.26,2.96,16.18,771.49,188.49,-2.17
10*14*2018 9:55:38 PM,0.38,3,16.17,771.41,188.41,-2.25
10*14*2018 10:05:38 PM,0.61,3.37,16.15,771.33,188.33,-2.33
10*14*2018 10:15:40 PM,2.14,4.68,16.14,771.25,188.25,-2.41
10*14*2018 10:25:45 PM,1.13,3.77,16.13,771.18,188.18,-2.48
10*14*2018 10:35:46 PM,0.89,3.48,16.12,771.11,188.11,-2.55
10*14*2018 10:45:50 PM,1.26,3.88,16.12,771.05,188.05,-2.61
10*14*2018 10:55:55 PM,0.32,3.35,16.11,770.98,187.98,-2.68
10*14*2018 11:06:00 PM,0.2,3.33,16.11,770.91,187.91,-2.75
10*14*2018 11:16:05 PM,0.96,3.64,16.11,770.85,187.85,-2.81
10*14*2018 11:26:08 PM,0.51,3.16,16.11,770.78,187.78,-2.88
10*14*2018 11:36:09 PM,2.07,4.66,16.11,770.72,187.72,-2.94
10*14*2018 11:46:14 PM,-0.38,3.25,16.11,770.66,187.66,-3
10*14*2018 11:56:15 PM,-0.21,3.28,16.1,770.59,187.59,-3.07
10*15*2018 12:06:18 AM,-0.18,3.21,16.1,770.53,187.53,-3.13
10*15*2018 12:16:23 AM,-0.33,2.36,16.09,770.46,187.46,-3.2
10*15*2018 12:26:24 AM,-0.23,2.54,16.08,770.4,187.4,-3.26
10*15*2018 12:36:27 AM,-0.24,2.55,16.07,770.34,187.34,-3.32
10*15*2018 12:46:33 AM,-0.09,2.63,16.07,770.29,187.29,-3.37
10*15*2018 12:56:37 AM,0.08,2.79,16.07,770.24,187.24,-3.42
10*15*2018 1:06:41 AM,0.35,3,16.07,770.18,187.18,-3.48
10*15*2018 1:16:46 AM,0.63,3.3,16.07,770.13,187.13,-3.53
10*15*2018 1:26:52 AM,1.02,3.71,16.06,770.07,187.07,-3.59
10*15*2018 1:36:52 AM,0.94,3.6,16.05,770.01,187.01,-3.65
10*15*2018 1:46:54 AM,0.87,3.48,16.04,769.95,186.95,-3.71
10*15*2018 1:56:56 AM,0.86,3.48,16.02,769.89,186.89,-3.77
10*15*2018 2:06:58 AM,0.69,3.3,16.01,769.84,186.84,-3.82
10*15*2018 2:16:58 AM,0.54,3.24,15.99,769.78,186.78,-3.88
10*15*2018 2:26:59 AM,0.49,3.16,15.98,769.73,186.73,-3.93
10*15*2018 2:37:01 AM,0.42,3.16,15.97,769.67,186.67,-3.99
10*15*2018 2:47:02 AM,0.38,3.09,15.95,769.62,186.62,-4.04
10*15*2018 2:57:08 AM,1.14,3.86,15.93,769.55,186.55,-4.11
10*15*2018 3:07:08 AM,1.22,3.94,15.91,769.49,186.49,-4.17
10*15*2018 3:17:14 AM,0.75,3.68,15.9,769.43,186.43,-4.23
10*15*2018 3:27:19 AM,1.62,4.33,15.89,769.37,186.37,-4.29
10*15*2018 3:37:20 AM,1.46,4.43,15.87,769.31,186.31,-4.35
10*15*2018 3:47:23 AM,1.65,4.25,15.86,769.25,186.25,-4.41
10*15*2018 3:57:23 AM,1.45,4.04,15.85,769.2,186.2,-4.46
10*15*2018 4:07:27 AM,1.34,3.96,15.84,769.15,186.15,-4.51
10*15*2018 4:17:30 AM,1.02,3.76,15.82,769.08,186.08,-4.58
10*15*2018 4:27:32 AM,1.08,4,15.81,769.03,186.03,-4.63
10*15*2018 4:37:36 AM,2.31,4.93,15.81,768.97,185.97,-4.69
10*15*2018 4:47:40 AM,1.42,4.14,15.79,768.91,185.91,-4.75
10*15*2018 4:57:44 AM,0.76,3.45,15.78,768.86,185.86,-4.8
10*15*2018 5:07:44 AM,0.77,3.36,15.77,768.8,185.8,-4.86
10*15*2018 5:17:48 AM,1.59,4.58,15.75,768.75,185.75,-4.91
10*15*2018 5:27:52 AM,1.39,4.19,15.74,768.69,185.69,-4.97
10*15*2018 5:37:56 AM,1.46,4.23,15.72,768.63,185.63,-5.03
10*15*2018 5:47:59 AM,1.21,4.36,15.7,768.57,185.57,-5.09
10*15*2018 5:58:02 AM,2.21,4.91,15.68,768.51,185.51,-5.15
10*15*2018 6:08:02 AM,2.39,5.02,15.66,768.46,185.46,-5.2
10*15*2018 6:18:08 AM,2.67,5.3,15.64,768.39,185.39,-5.27
10*15*2018 6:28:12 AM,2.42,5.27,15.63,768.34,185.34,-5.32
10*15*2018 6:38:17 AM,4.33,6.91,15.63,768.29,185.29,-5.37
10*15*2018 6:48:22 AM,4.68,7.22,15.63,768.22,185.22,-5.44
10*15*2018 6:58:23 AM,4.35,7.34,15.63,768.16,185.16,-5.5
10*15*2018 7:08:27 AM,5.11,7.99,15.62,768.11,185.11,-5.55
10*15*2018 7:18:28 AM,5.85,8.51,15.61,768.06,185.06,-5.6
10*15*2018 7:28:30 AM,5.69,8.34,15.6,768,185,-5.66
10*15*2018 7:38:31 AM,6.27,8.85,15.58,767.95,184.95,-5.71
10*15*2018 7:48:34 AM,6.81,9.48,15.56,767.89,184.89,-5.77
10*15*2018 7:58:35 AM,8.14,10.75,15.55,767.84,184.84,-5.82
10*15*2018 8:08:37 AM,8.6,11.13,15.54,767.78,184.78,-5.88
10*15*2018 8:18:39 AM,8.71,11.37,15.54,767.72,184.72,-5.94
10*15*2018 8:28:42 AM,10.35,12.92,15.53,767.67,184.67,-5.99
10*15*2018 8:38:44 AM,11.06,13.72,15.54,767.61,184.61,-6.05
10*15*2018 8:48:46 AM,11.78,14.38,15.55,767.55,184.55,-6.11
10*15*2018 8:58:47 AM,13.53,16.39,15.55,767.5,184.5,-6.16
10*15*2018 9:08:49 AM,14.5,17.51,15.66,767.46,184.46,-6.2
10*15*2018 9:18:50 AM,15.38,18.64,16.08,767.39,184.39,-6.27
10*15*2018 9:28:50 AM,16.81,20.08,16.71,767.29,184.29,-6.37
10*15*2018 9:38:54 AM,18.55,21.88,17.41,767.17,184.17,-6.49
10*15*2018 9:48:58 AM,19.38,22.7,18.13,767.05,184.05,-6.61
10*15*2018 9:59:01 AM,20.42,23.42,18.81,766.97,183.97,-6.69
10*15*2018 10:09:04 AM,22.03,24.95,19.31,766.88,183.88,-6.78
10*15*2018 10:19:10 AM,23.76,26.61,19.7,766.8,183.8,-6.86
10*15*2018 10:29:15 AM,25.27,28.07,20.01,766.71,183.71,-6.95
10*15*2018 10:39:17 AM,26.84,29.64,20.29,766.63,183.63,-7.03
10*15*2018 10:49:21 AM,28.58,31.43,20.53,766.55,183.55,-7.11
10*15*2018 10:59:23 AM,30.35,33.07,20.73,766.47,183.47,-7.19
10*15*2018 11:09:24 AM,31.88,34.7,20.91,766.39,183.39,-7.27
10*15*2018 11:19:26 AM,33.53,36.21,21.08,766.3,183.3,-7.36
10*15*2018 11:29:29 AM,35.44,38.16,21.24,766.22,183.22,-7.44
10*15*2018 11:39:30 AM,37.37,40.19,21.39,766.13,183.13,-7.53
10*15*2018 11:49:33 AM,39.05,41.93,21.56,766.05,183.05,-7.61
10*15*2018 11:59:36 AM,40.83,43.61,21.72,765.98,182.98,-7.68
10*15*2018 12:09:41 PM,42.73,45.46,21.88,765.89,182.89,-7.77
10*15*2018 12:19:44 PM,44.11,46.75,22,765.81,182.81,-7.85
10*15*2018 12:29:47 PM,45.32,48.08,22.03,765.73,182.73,-7.93
10*15*2018 12:39:48 PM,46.96,49.68,22.01,765.67,182.67,-7.99
10*15*2018 12:49:49 PM,48.55,51.13,21.97,765.6,182.6,-8.06
10*15*2018 12:59:50 PM,50.28,53.04,21.9,765.55,182.55,-8.11
10*15*2018 1:09:51 PM,51.89,54.42,21.82,765.49,182.49,-8.17
10*15*2018 1:19:57 PM,53.34,56.03,21.73,765.44,182.44,-8.22
10*15*2018 1:30:00 PM,55.37,58.24,21.64,765.38,182.38,-8.28
10*15*2018 1:40:05 PM,57.71,60.39,21.54,765.31,182.31,-8.35
10*15*2018 1:50:08 PM,59.39,62.15,21.43,765.25,182.25,-8.41
10*15*2018 2:00:13 PM,61.31,64.05,21.33,765.18,182.18,-8.48
10*15*2018 2:10:14 PM,62.96,65.64,21.25,765.13,182.13,-8.53
10*15*2018 2:20:17 PM,64.2,66.95,21.18,765.08,182.08,-8.58
10*15*2018 2:30:20 PM,65.45,68.16,21.12,765.03,182.03,-8.63
10*15*2018 2:40:24 PM,66.89,69.6,21.09,764.98,181.98,-8.68
10*15*2018 2:50:25 PM,68.36,71.14,21.06,764.92,181.92,-8.74
10*15*2018 3:00:28 PM,69.6,72.29,21.02,764.87,181.87,-8.79
10*15*2018 3:10:32 PM,70.81,73.52,20.99,764.82,181.82,-8.84
10*15*2018 3:20:37 PM,72.21,75.05,20.96,764.76,181.76,-8.9
10*15*2018 3:30:37 PM,73.74,76.53,20.93,764.71,181.71,-8.95
10*15*2018 3:40:40 PM,75.62,78.43,20.91,764.64,181.64,-9.02
10*15*2018 3:50:43 PM,76.65,79.68,20.87,764.58,181.58,-9.08
10*15*2018 4:00:44 PM,78.77,81.74,20.83,764.5,181.5,-9.16
10*15*2018 4:10:44 PM,80.55,83.51,20.77,764.43,181.43,-9.23
10*15*2018 4:20:46 PM,82.01,85.04,20.72,764.36,181.36,-9.3
10*15*2018 4:30:47 PM,83.72,86.76,20.68,764.29,181.29,-9.37
10*15*2018 4:40:48 PM,85.09,88.13,20.64,764.23,181.23,-9.43
10*15*2018 4:50:53 PM,86.77,89.67,20.6,764.15,181.15,-9.51
10*15*2018 5:00:53 PM,88.18,91.19,20.56,764.08,181.08,-9.58
10*15*2018 5:10:55 PM,89.35,92.42,20.52,764.02,181.02,-9.64
10*15*2018 5:20:59 PM,90.73,93.71,20.49,763.94,180.94,-9.72
10*15*2018 5:31:02 PM,92.13,95.15,20.45,763.86,180.86,-9.8
10*15*2018 5:41:04 PM,93.16,96.29,20.39,763.78,180.78,-9.88
10*15*2018 5:51:06 PM,94.08,97,20.32,763.72,180.72,-9.94
10*15*2018 6:01:11 PM,95.14,98.17,20.25,763.65,180.65,-10.01
10*15*2018 6:11:14 PM,96.05,99,20.17,763.6,180.6,-10.06
10*15*2018 6:21:16 PM,97.78,100.84,20.08,763.52,180.52,-10.14
10*15*2018 6:31:19 PM,99.05,101.83,19.96,763.45,180.45,-10.21
10*15*2018 6:41:21 PM,100.11,103.19,19.85,763.4,180.4,-10.26
10*15*2018 6:51:25 PM,101.16,104.22,19.74,763.33,180.33,-10.33
10*15*2018 7:01:26 PM,102.48,105.62,19.63,763.26,180.26,-10.4
10*15*2018 7:11:31 PM,104.05,107.27,19.5,763.19,180.19,-10.47
10*15*2018 7:21:33 PM,105.31,108.58,19.37,763.13,180.13,-10.53
10*15*2018 7:31:37 PM,106.73,109.96,19.25,763.05,180.05,-10.61
10*15*2018 7:41:40 PM,107.88,111.03,19.13,762.98,179.98,-10.68
10*15*2018 7:51:43 PM,108.72,112.09,19.03,762.92,179.92,-10.74
10*15*2018 8:01:46 PM,110.01,113.42,18.94,762.86,179.86,-10.8
10*15*2018 8:11:47 PM,111.41,114.76,18.85,762.79,179.79,-10.87
10*15*2018 8:21:52 PM,112.41,115.79,18.76,762.72,179.72,-10.94
10*15*2018 8:31:52 PM,113.25,116.59,18.68,762.67,179.67,-10.99
10*15*2018 8:41:55 PM,114.4,117.88,18.6,762.61,179.61,-11.05
10*15*2018 8:51:56 PM,115.68,119.22,18.53,762.55,179.55,-11.11
10*15*2018 9:01:56 PM,116.85,120.37,18.46,762.49,179.49,-11.17
10*15*2018 9:12:01 PM,117.85,121.33,18.39,762.42,179.42,-11.24
10*15*2018 9:22:06 PM,119.18,122.67,18.32,762.36,179.36,-11.3
10*15*2018 9:32:10 PM,120.37,124.03,18.25,762.29,179.29,-11.37
10*15*2018 9:42:15 PM,121.68,125.25,18.19,762.21,179.21,-11.45
10*15*2018 9:52:18 PM,122.66,126.39,18.12,762.16,179.16,-11.5
10*15*2018 10:02:22 PM,124.08,127.85,18.07,762.1,179.1,-11.56
10*15*2018 10:12:26 PM,125.15,128.88,18.01,762.04,179.04,-11.62
10*15*2018 10:22:30 PM,126.42,130.22,17.97,761.98,178.98,-11.68
10*15*2018 10:32:34 PM,127.55,131.31,17.92,761.91,178.91,-11.75
10*15*2018 10:42:36 PM,128.53,132.31,17.88,761.85,178.85,-11.81
10*15*2018 10:52:38 PM,129.74,133.61,17.84,761.79,178.79,-11.87
10*15*2018 11:02:43 PM,130.78,134.86,17.81,761.74,178.74,-11.92
10*15*2018 11:12:44 PM,132.24,136.28,17.77,761.68,178.68,-11.98
10*15*2018 11:22:47 PM,133.61,137.73,17.72,761.61,178.61,-12.05
10*15*2018 11:32:49 PM,134.82,138.98,17.68,761.56,178.56,-12.1
10*15*2018 11:42:50 PM,135.83,140.14,17.64,761.5,178.5,-12.16
10*15*2018 11:52:50 PM,137.23,141.45,17.61,761.44,178.44,-12.22
10*16*2018 12:02:55 AM,138.76,142.99,17.58,761.37,178.37,-12.29
10*16*2018 12:13:00 AM,139.91,144.02,17.53,761.31,178.31,-12.35
10*16*2018 12:23:03 AM,140.86,144.99,17.5,761.25,178.25,-12.41
10*16*2018 12:33:06 AM,140.27,146.78,17.48,761.19,178.19,-12.47
10*16*2018 12:43:09 AM,136.82,145.1,17.44,761.13,178.13,-12.53
10*16*2018 12:53:10 AM,136.58,143.98,17.41,761.08,178.08,-12.58
10*16*2018 1:03:16 AM,137.82,144.16,17.39,761.02,178.02,-12.64
10*16*2018 1:13:16 AM,139.76,145.54,17.38,760.97,177.97,-12.69
10*16*2018 1:23:20 AM,141.48,146.98,17.37,760.91,177.91,-12.75
10*16*2018 1:33:23 AM,142.61,147.98,17.35,760.86,177.86,-12.8
10*16*2018 1:43:28 AM,143.8,149.06,17.33,760.81,177.81,-12.85
10*16*2018 1:53:33 AM,145.31,150.36,17.31,760.75,177.75,-12.91
10*16*2018 2:03:38 AM,146.79,152.37,17.29,760.7,177.7,-12.96
10*16*2018 2:13:40 AM,147.82,153.25,17.26,760.64,177.64,-13.02
10*16*2018 2:23:45 AM,149.01,154.28,17.24,760.59,177.59,-13.07
10*16*2018 2:33:46 AM,150.45,155.61,17.23,760.52,177.52,-13.14
10*16*2018 2:43:48 AM,151.52,156.79,17.21,760.47,177.47,-13.19
10*16*2018 2:53:50 AM,152.75,157.92,17.19,760.42,177.42,-13.24
10*16*2018 3:03:51 AM,153.82,159.31,17.17,760.37,177.37,-13.29
10*16*2018 3:13:56 AM,154.87,161.11,17.14,760.32,177.32,-13.34
10*16*2018 3:24:00 AM,156.81,162.56,17.11,760.25,177.25,-13.41
10*16*2018 3:34:05 AM,157.77,163.5,17.09,760.2,177.2,-13.46
10*16*2018 3:44:10 AM,159.23,164.82,17.07,760.15,177.15,-13.51
10*16*2018 3:54:12 AM,160.53,166.08,17.05,760.1,177.1,-13.56
10*16*2018 11:47:18 AM,238.93,249.46,18.05,757.59,174.59,-16.07
10*16*2018 11:57:22 AM,241.32,251.98,18.11,757.53,174.53,-16.13
10*16*2018 12:07:24 PM,243.59,254.11,18.18,757.48,174.48,-16.18
10*16*2018 12:17:24 PM,245.9,256.59,18.26,757.42,174.42,-16.24
10*16*2018 12:27:27 PM,247.99,258.2,18.34,757.38,174.38,-16.28
10*16*2018 12:37:31 PM,250.01,260.92,18.42,757.32,174.32,-16.34
